id,institucion_id,autoridad,nombre_propuesto1,nombre_propuesto2,nombre_propuesto3,nombre_solicitado,nombre_autorizado,es_nombre_autorizado,fecha_autorizacion,created_at,updated_at,deleted_at
12,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 10:53,1900/01/01 00:00,1900/01/01 00:00
13,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 11:04,1900/01/01 00:00,1900/01/01 00:00
14,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 11:42,1900/01/01 00:00,1900/01/01 00:00
15,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 12:30,1900/01/01 00:00,1900/01/01 00:00
16,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 12:34,1900/01/01 00:00,1900/01/01 00:00
17,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 12:48,1900/01/01 00:00,1900/01/01 00:00
18,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 12:55,1900/01/01 00:00,1900/01/01 00:00
19,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/01 13:05,1900/01/01 00:00,1900/01/01 00:00
20,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/02 13:18,1900/01/01 00:00,1900/01/01 00:00
21,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/02 13:41,1900/01/01 00:00,1900/01/01 00:00
22,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/02 13:42,1900/01/01 00:00,1900/01/01 00:00
23,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/02 14:36,1900/01/01 00:00,1900/01/01 00:00
24,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/02 14:59,1900/01/01 00:00,1900/01/01 00:00
25,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/05 17:52,1900/01/01 00:00,1900/01/01 00:00
26,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 12:13,1900/01/01 00:00,1900/01/01 00:00
27,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 12:14,1900/01/01 00:00,1900/01/01 00:00
28,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 12:17,1900/01/01 00:00,1900/01/01 00:00
29,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 12:22,1900/01/01 00:00,1900/01/01 00:00
30,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 12:22,1900/01/01 00:00,1900/01/01 00:00
31,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 12:35,1900/01/01 00:00,1900/01/01 00:00
32,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 16:22,1900/01/01 00:00,1900/01/01 00:00
33,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/09 16:28,1900/01/01 00:00,1900/01/01 00:00
34,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 10:42,1900/01/01 00:00,1900/01/01 00:00
35,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:01,1900/01/01 00:00,1900/01/01 00:00
36,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:10,1900/01/01 00:00,1900/01/01 00:00
37,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:13,1900/01/01 00:00,1900/01/01 00:00
38,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:17,1900/01/01 00:00,1900/01/01 00:00
39,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:19,1900/01/01 00:00,1900/01/01 00:00
40,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:23,1900/01/01 00:00,1900/01/01 00:00
41,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:30,1900/01/01 00:00,1900/01/01 00:00
42,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 11:56,1900/01/01 00:00,1900/01/01 00:00
43,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 12:05,1900/01/01 00:00,1900/01/01 00:00
44,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 12:14,1900/01/01 00:00,1900/01/01 00:00
45,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 12:48,1900/01/01 00:00,1900/01/01 00:00
46,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 12:58,1900/01/01 00:00,1900/01/01 00:00
47,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 13:16,1900/01/01 00:00,1900/01/01 00:00
48,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 13:31,1900/01/01 00:00,1900/01/01 00:00
49,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 13:33,1900/01/01 00:00,1900/01/01 00:00
50,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/08/12 13:36,1900/01/01 00:00,1900/01/01 00:00
51,2,SECRETARIA DE INNOVACIÓN CIENCIA Y TECNOLOGÍA. SECRETARIA DE EDUCACIÓN DEL ESTADO DE JALISCO,NULL,NULL,NULL,NULL,"CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN, A.C.",1,2015/09/22,2019/09/02 12:27,1900/01/01 00:00,1900/01/01 00:00
52,3,"Secretaría de Innovación, Ciencia y Tecnología
",NULL,NULL,NULL,NULL,Centro Universitario UNE,1,2014/01/13,2019/09/02 14:03,1900/01/01 00:00,1900/01/01 00:00
53,4,secretaria de innovación ciencia y tecnología,NULL,NULL,NULL,NULL,Centro de capacitación en ciencias forenses ,1,2014/12/02,2019/09/03 13:45,1900/01/01 00:00,1900/01/01 00:00
55,6,Secretaría de Innovación Ciencia y Tecnología,NULL,NULL,NULL,NULL,Formación Internacional,0,2019/09/06,2019/09/06 12:22,1900/01/01 00:00,1900/01/01 00:00
56,7,SECRETARIA DE EDUCACIÓN DEL ESTADO DE JALISCO,NULL,NULL,NULL,NULL,Centro Tapatío Educativo A.C.,1,2014/11/24,2019/09/06 15:14,1900/01/01 00:00,1900/01/01 00:00
59,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/10 17:43,2020/07/14 15:27,1900/01/01 00:00
60,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/11 10:12,2020/08/26 16:36,1900/01/01 00:00
61,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/11 11:19,1900/01/01 00:00,1900/01/01 00:00
62,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/11 12:14,1900/01/01 00:00,1900/01/01 00:00
63,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/11 12:44,1900/01/01 00:00,1900/01/01 00:00
64,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 13:49,1900/01/01 00:00,1900/01/01 00:00
65,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 13:52,1900/01/01 00:00,1900/01/01 00:00
66,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 13:59,1900/01/01 00:00,1900/01/01 00:00
67,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 14:05,1900/01/01 00:00,1900/01/01 00:00
68,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 14:21,1900/01/01 00:00,1900/01/01 00:00
69,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 14:32,1900/01/01 00:00,1900/01/01 00:00
70,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 14:45,1900/01/01 00:00,1900/01/01 00:00
71,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 15:04,1900/01/01 00:00,1900/01/01 00:00
72,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 15:09,1900/01/01 00:00,1900/01/01 00:00
73,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/11 15:22,1900/01/01 00:00,1900/01/01 00:00
74,10,Secretaria de Innovación Ciencia y Tegnologia ,NULL,NULL,NULL,NULL,UEA Centro Universitario,1,2014/11/07,2019/09/11 16:33,1900/01/01 00:00,1900/01/01 00:00
75,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/12 09:47,1900/01/01 00:00,1900/01/01 00:00
76,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/12 10:12,1900/01/01 00:00,1900/01/01 00:00
77,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/12 10:40,1900/01/01 00:00,1900/01/01 00:00
78,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/12 10:47,1900/01/01 00:00,1900/01/01 00:00
79,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/12 10:54,1900/01/01 00:00,1900/01/01 00:00
80,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 12:28,1900/01/01 00:00,1900/01/01 00:00
81,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 12:31,1900/01/01 00:00,1900/01/01 00:00
82,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 12:41,1900/01/01 00:00,1900/01/01 00:00
83,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 12:41,1900/01/01 00:00,1900/01/01 00:00
84,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 12:52,1900/01/01 00:00,1900/01/01 00:00
85,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 13:04,1900/01/01 00:00,1900/01/01 00:00
86,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 13:25,1900/01/01 00:00,1900/01/01 00:00
87,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 13:33,1900/01/01 00:00,1900/01/01 00:00
88,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 13:51,1900/01/01 00:00,1900/01/01 00:00
89,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 13:54,1900/01/01 00:00,1900/01/01 00:00
90,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 13:57,1900/01/01 00:00,1900/01/01 00:00
91,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 14:10,1900/01/01 00:00,1900/01/01 00:00
92,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 14:21,1900/01/01 00:00,1900/01/01 00:00
93,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 14:32,1900/01/01 00:00,1900/01/01 00:00
94,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 14:35,1900/01/01 00:00,1900/01/01 00:00
95,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 14:39,1900/01/01 00:00,1900/01/01 00:00
96,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 14:48,1900/01/01 00:00,1900/01/01 00:00
97,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 14:56,1900/01/01 00:00,1900/01/01 00:00
98,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 15:06,1900/01/01 00:00,1900/01/01 00:00
99,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/12 15:06,1900/01/01 00:00,1900/01/01 00:00
100,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 15:17,1900/01/01 00:00,1900/01/01 00:00
101,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 15:34,1900/01/01 00:00,1900/01/01 00:00
102,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 15:53,1900/01/01 00:00,1900/01/01 00:00
103,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 16:02,1900/01/01 00:00,1900/01/01 00:00
104,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 16:21,1900/01/01 00:00,1900/01/01 00:00
105,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 16:21,1900/01/01 00:00,1900/01/01 00:00
106,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 16:37,1900/01/01 00:00,1900/01/01 00:00
107,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 16:56,1900/01/01 00:00,1900/01/01 00:00
108,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 17:05,1900/01/01 00:00,1900/01/01 00:00
109,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/12 17:08,1900/01/01 00:00,1900/01/01 00:00
110,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 09:44,1900/01/01 00:00,1900/01/01 00:00
111,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 09:48,1900/01/01 00:00,1900/01/01 00:00
112,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 09:51,1900/01/01 00:00,1900/01/01 00:00
113,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 10:07,1900/01/01 00:00,1900/01/01 00:00
114,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 10:15,1900/01/01 00:00,1900/01/01 00:00
115,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 10:19,1900/01/01 00:00,1900/01/01 00:00
116,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 10:24,1900/01/01 00:00,1900/01/01 00:00
117,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/13 11:07,1900/01/01 00:00,1900/01/01 00:00
118,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 10:58,1900/01/01 00:00,1900/01/01 00:00
119,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 11:15,1900/01/01 00:00,1900/01/01 00:00
120,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 11:22,1900/01/01 00:00,1900/01/01 00:00
121,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 11:27,1900/01/01 00:00,1900/01/01 00:00
122,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 11:46,1900/01/01 00:00,1900/01/01 00:00
123,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 11:52,1900/01/01 00:00,1900/01/01 00:00
124,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 12:34,1900/01/01 00:00,1900/01/01 00:00
125,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 12:42,1900/01/01 00:00,1900/01/01 00:00
126,8,NULL,-,-,-,NULL,NULL,1,1900/01/01,2019/09/17 12:43,1900/01/01 00:00,1900/01/01 00:00
127,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 12:50,2023/06/30 13:13,1900/01/01 00:00
128,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 13:01,1900/01/01 00:00,1900/01/01 00:00
129,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 13:14,1900/01/01 00:00,1900/01/01 00:00
130,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 13:26,1900/01/01 00:00,1900/01/01 00:00
131,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 13:34,1900/01/01 00:00,1900/01/01 00:00
132,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 13:50,1900/01/01 00:00,1900/01/01 00:00
133,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 13:55,1900/01/01 00:00,1900/01/01 00:00
134,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:06,1900/01/01 00:00,1900/01/01 00:00
135,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:10,1900/01/01 00:00,1900/01/01 00:00
136,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:16,1900/01/01 00:00,1900/01/01 00:00
137,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:26,1900/01/01 00:00,1900/01/01 00:00
138,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:47,1900/01/01 00:00,1900/01/01 00:00
139,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:51,1900/01/01 00:00,1900/01/01 00:00
140,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:53,1900/01/01 00:00,1900/01/01 00:00
141,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:54,1900/01/01 00:00,1900/01/01 00:00
142,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:57,1900/01/01 00:00,1900/01/01 00:00
143,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:58,1900/01/01 00:00,1900/01/01 00:00
144,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 14:59,1900/01/01 00:00,1900/01/01 00:00
145,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 15:01,1900/01/01 00:00,1900/01/01 00:00
146,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 15:27,1900/01/01 00:00,1900/01/01 00:00
147,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 15:37,1900/01/01 00:00,1900/01/01 00:00
148,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 15:46,1900/01/01 00:00,1900/01/01 00:00
149,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/18 15:52,1900/01/01 00:00,1900/01/01 00:00
150,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 12:16,1900/01/01 00:00,1900/01/01 00:00
151,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 12:29,1900/01/01 00:00,1900/01/01 00:00
152,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 12:34,1900/01/01 00:00,1900/01/01 00:00
153,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 12:53,1900/01/01 00:00,1900/01/01 00:00
154,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 12:57,1900/01/01 00:00,1900/01/01 00:00
155,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 13:00,1900/01/01 00:00,1900/01/01 00:00
156,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 13:17,1900/01/01 00:00,1900/01/01 00:00
157,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 13:40,1900/01/01 00:00,1900/01/01 00:00
158,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 14:08,1900/01/01 00:00,1900/01/01 00:00
159,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 14:19,1900/01/01 00:00,1900/01/01 00:00
160,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 14:42,1900/01/01 00:00,1900/01/01 00:00
161,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 14:53,1900/01/01 00:00,1900/01/01 00:00
162,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 14:53,1900/01/01 00:00,1900/01/01 00:00
163,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 15:00,1900/01/01 00:00,1900/01/01 00:00
164,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 15:08,1900/01/01 00:00,1900/01/01 00:00
165,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/19 15:43,1900/01/01 00:00,1900/01/01 00:00
166,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/20 16:51,1900/01/01 00:00,1900/01/01 00:00
167,5,NULL,CENTRO DE VALORES,-,-,NULL,NULL,0,1900/01/01,2019/09/23 14:12,1900/01/01 00:00,1900/01/01 00:00
168,5,NULL,CENTRO DE VALORES,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/23 14:31,1900/01/01 00:00,1900/01/01 00:00
169,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/23 16:49,1900/01/01 00:00,1900/01/01 00:00
170,9,NULL,Instituto Superior de Catequética,NULL,NULL,NULL,NULL,0,1900/01/01,2019/09/23 16:49,1900/01/01 00:00,1900/01/01 00:00
171,1,NULL,Universidad Cuauhtémoc Plantel Guadalajara,NULL,NULL,NULL,NULL,1,1900/01/01,2019/09/24 13:37,1900/01/01 00:00,1900/01/01 00:00
